instrument_token,exchange_token,tradingsymbol,name,segment
130026756,507917,EASTBUILD,EAST BUILDTECH.,BSE
136024580,531346,EASTRED,EASTERN TREADS.,BSE
2500865,9769,EASTSILK-BE,EASTERN SILK INDUSTRIES L,NSE
138241540,540006,EASTWEST,EAST WEST HOLDINGS,BSE
138983940,542906,EASUN,EASUN CAPITAL MARKETS ,BSE
2976001,11625,EBANK,EDELWEISS ETF-NIFTY BANK,NSE
4152833,16222,EBBETF0423,EDELAMC - EBBETF0423,NSE
5694209,22243,EBBETF0425,EDELAMC - EBBETF0425,NSE
4160769,16253,EBBETF0430,EDELAMC - EBBETF0430,NSE
5693185,22239,EBBETF0431,EDELAMC - EBBETF0431,NSE
6244097,24391,EBIXFOREX,EBIXCASH WRLD MONEY IND,NSE
3885825,15179,ECLERX,ECLERX SERVICES,NSE
134075396,523732,ECOBOAR,ECOBOARD INDUSTRIES.,BSE
136072452,531533,ECOM,E.COM INFOTECH (I).,BSE
134835972,526703,ECOPLAST,ECOPLAST.,BSE
135844612,530643,ECORECO,ECO RECYCLING.,BSE
138256132,540063,ECS,ECS BIZTECH ,BSE
3870465,15119,EDELWEISS,EDELWEISS FIN SERV,NSE
232961,910,EICHERMOT,EICHER MOTORS,NSE
234497,916,EIDPARRY,EID PARRY INDIA,NSE
3942145,15399,EIHAHOTELS,EIH ASSOCIATED HOTELS,NSE
235265,919,EIHOTEL,EIH,NSE
1034241,4040,EIMCOELECO,EIMCO ELECON (INDIA),NSE
135828740,530581,EKAMLEA,EKAM LEASING & FINANCE CO.LTD.,BSE
3351297,13091,EKC,EVEREST KANTO CYLINDERLTD,NSE
136401924,532820,ELAND,E-LAND APPAREL ,BSE
131443716,513452,ELANGO,ELANGO INDUSTRIES.,BSE
128031492,500123,ELANTAS,ELANTAS BECK INDIA.,BSE
128942340,503681,ELCIDIN,ELCID INVESTMENTS.,BSE
133972228,523329,ELDEHSG,ELDECO HOUSING & INDUSTRIES LT,BSE
3492609,13643,ELECON,ELECON ENG. CO.,NSE
237569,928,ELECTCAST,ELECTROSTEEL CASTINGS,NSE
1144065,4469,ELECTHERM,ELECTROTHERM (I).,NSE
134777092,526473,ELEFLOR,ELEGANT FLORICULTURE & AGROTEC,BSE
134836484,526705,ELEMARB,ELEGANT MARBLES & GRANI INDUST,BSE
239873,937,ELGIEQUIP,ELGI EQUIPMENTS,NSE
6380545,24924,ELGIRUBCO,ELGI RUBBER CO.,NSE
138120452,539533,ELITECON,ELITECON INTERNATIONAL,BSE
136007172,531278,ELIXIR,ELIXIR CAPITAL ,BSE
138957572,542803,ELLORATRAD,ELLORA TRADING ,BSE
132474116,517477,ELNET,ELNET TECHNOLOGIES.,BSE
129024004,504000,ELPROINTL,ELPRO INTERNATIONAL.,BSE
133638916,522027,EMAINDIA,EMA INDIA.,BSE
3460353,13517,EMAMILTD,EMAMI,NSE
2578945,10074,EMAMIPAP,EMAMI PAPER MILLS,NSE
4934913,19277,EMAMIREAL,EMAMI REALTY,NSE
137953796,538882,EMERALD,EMERALD LEASING FINANCE & INVE,BSE
129859844,507265,EMERALL,EMERALD LEISURES ,BSE
129582084,506180,EMERGENT,EMERGENT INDUSTRIAL SOLUTIONS,BSE
3435777,13421,EMKAY,EMKAY GLOBAL FIN SERV,NSE
4644353,18142,EMMBI,EMMBI INDUSTRIES,NSE
134340612,524768,EMMESSA,EMMESSAR BIOTECH & NUTRITION L,BSE
130438404,509525,EMPIND,EMPIRE INDUSTRIES.,BSE
131184900,512441,ENBETRD,ENBEE TRADE & FINANCE.,BSE
4818433,18822,ENDURANCE,ENDURANCE TECHNO..,NSE
3852545,15049,ENERGYDEV,ENERGY DEVE. CO.LTD,NSE
1256193,4907,ENGINERSIN,ENGINEERS INDIA,NSE
3377153,13192,ENIL,ENTERTAIN NET. IND..,NSE
136570116,533477,ENKEIWHEL,ENKEI WHEELS (INDIA).,BSE
134802948,526574,ENTRINT,ENTERPRISE INTERNATIONAL.,BSE
128062980,500246,ENVAIREL,ENVAIR ELECTRODYNE.,BSE
135784196,530407,EPIC,EPIC ENERGY.,BSE
251137,981,EPL,EPL,NSE
135975684,531155,EPSOMPRO,EPSOM PROPERTIES.,BSE
4396545,17174,EQ30,EDEL ETF NIFTY 100 QUAL30,NSE
4314113,16852,EQUITAS,EQUITAS HOLDINGS,NSE
233729,913,EQUITASBNK,EQUITAS SMALL FIN BNK,NSE
5415425,21154,ERIS,ERIS LIFESCIENCES,NSE
5140481,20080,EROSMEDIA,EROS INTL MEDIA,NSE
135912708,530909,ERPSOFT,ERP SOFT SYSTEMS.,BSE
244481,955,ESABINDIA,ESAB INDIA,NSE
136064516,531502,ESARIND,ESAAR (INDIA).,BSE
245249,958,ESCORTS,ESCORTS INDIA,NSE
130999300,511716,ESCORTSFIN,ESCORTS FINANCE.,BSE
136002308,531259,ESHAMEDIA,ESHA MEDIA RESEARCH,BSE
136486148,533149,ESSARSEC,ESSAR SECURITIES,BSE
6562305,25634,ESSARSHPNG,ESSAR SHIPPING,NSE
6211841,24265,ESTER,ESTER INDUSTRIES,NSE
137909252,538708,ETIL,ECONO TRADE (INDIA) ,BSE
137652996,537707,ETT,ETT,BSE
134775812,526468,EUROLED,EURO LEDER FASHION.,BSE
255745,999,EUROTEXIND,EUROTEX INDUSTRIES,NSE
3016193,11782,EVEREADY,EVEREADY INDS. IND. .,NSE
254209,993,EVERESTIND,EVEREST INDUSTRIES,NSE
134346244,524790,EVERESTO,EVEREST ORGANICS.,BSE
131675652,514358,EVERLON,EVERLON SYNTHETICS.,BSE
134257668,524444,EVEXIA,EVEXIA LIFECARE,BSE
4448257,17376,EXCEL,EXCEL REALTY N INFRA,NSE
2936577,11471,EXCELINDUS,EXCEL INDUSTRIES,NSE
173057,676,EXIDEIND,EXIDE INDUSTRIES,NSE
4476417,17486,EXPLEOSOL,EXPLEO SOLUTIONS,NSE
135826180,530571,EXPLICITFIN,EXPLICIT FINANCE.,BSE
134813188,526614,EXPOGAS,EXPO GAS CONTAINERS.,BSE
136359940,532656,FACORALL,FACOR ALLOYS.,BSE
258049,1008,FACT,FACT,NSE
413185,1614,FAIRCHEMOR,FAIRCHEM ORGANICS,NSE
136309508,532459,FAZE3AUTO,FAZE THREE AUTOFAB,BSE
135700228,530079,FAZE3Q,FAZE THREE.,BSE
1586689,6198,FCL,FINEOTEX CHEMICAL,NSE
7689729,30038,FCONSUMER,FUTURE CONSUMER,NSE
3071745,11999,FCSSOFT,FCS SOFTWARE SOLN..,NSE
1253889,4898,FDC,FDC,NSE
261889,1023,FEDERALBNK,FEDERAL BANK,NSE
4352513,17002,FELDVR,FUTURE ENTERPRISES,NSE
129641988,506414,FERMENTA,FERMENTA BIOTECH,BSE
136677380,533896,FERVENTSYN,FERVENT SYNERGIES.,BSE
128036356,500142,FGP,FGP.,BSE
130024964,507910,FIBERWEB,FIBERWEB (INDIA).,BSE
3509761,13710,FIEMIND,FIEM INDUSTRIES,NSE
6280193,24532,FILATEX,FILATEX INDIA,NSE
136197636,532022,FILATFASH,FILATEX FASHIONS.,BSE
265729,1038,FINCABLES,FINOLEX CABLES,NSE
132419588,517264,FINELINE,FINE-LINE CIRCUITS.,BSE
958465,3744,FINEORG,FINE ORGANIC IND..,NSE
130292228,508954,FINKURVE,FINKURVE FINANCIAL SERVICES LT,BSE
128240644,500940,FINOLEXIND,FINOLEX INDUSTRIES.,BSE
266497,1041,FINPIPE,FINOLEX INDUSTRIES,NSE
136289028,532379,FIRSTOBJ,FIRSTOBJECT TECHNOLOGIES.,BSE
134334212,524743,FISCHER,FISCHER CHEMIC.,BSE
137408260,536751,FIVEXTRADE,FIVE X TRADECOM ,BSE
134060036,523672,FLEXFO,FLEX FOODS.,BSE
6531073,25512,FLEXITUFF,FLEXITUFF VENTURES INT L,NSE
7872513,30752,FLFL,FUT LIFESTYLE FASH,NSE
129121284,504380,FLOMIC,FLOMIC GLOBAL LOGISTICS LIMITE,BSE
133636356,522017,FLUIDOM,FLUIDOMAT.,BSE
3520001,13750,FLUOROCHEM,GUJARAT FLUOROCHEM,NSE
138125316,539552,FMEC,F MEC INTERNATIONAL FINANCIAL,BSE
304641,1190,FMGOETZE,FEDERAL-MOGUL GOETZE (IND,NSE
5380353,21017,FMNL,FUTURE MKT NETWORKS,NSE
129933316,507552,FOODSIN,FOODS & INNS.,BSE
128733444,502865,FORBESCO,FORBES & COMPANY.,BSE
2962689,11573,FORCEMOT,FORCE MOTORS,NSE
135734532,530213,FORINTL,FORTUNE INTERNATIONAL.,BSE
3735553,14592,FORTIS,FORTIS HEALTHCARE,NSE
134066180,523696,FORTISMLR,FORTIS MALAR HOSPITALS,BSE
274689,1073,FOSECOIND,FOSECO INDIA,NSE
138288644,540190,FRANKLININD,FRANKLIN INDUSTRIES ,BSE
137992196,539032,FRASER,FRASER AND COMPANY ,BSE
138170884,539730,FREDUN,FREDUN PHARMACEUTICALS ,BSE
4704769,18378,FRETAIL,FUTURE RETAIL,NSE
130298884,508980,FRONTCAP,FRONTIER CAPITAL,BSE
136202756,532042,FRONTCORP,FRONTLINE CORPORATION.,BSE
133681924,522195,FRONTSP,FRONTIER SPRINGS.,BSE
135699716,530077,FRSHTRP*,FRESHTROP FRUITS.,BSE
137873412,538568,FRUTION,FRUITION VENTURE,BSE
190465,744,FSC,FUTURE SUPP CHAIN SOL,NSE
3661825,14304,FSL,FIRSTSOURCE SOLU..,NSE
135730436,530197,FUNDVISER,FUNDVISER CAPITAL (INDIA) LIMI,BSE
136720132,534063,FUTSOL,FUTURISTIC SOLUTIONS.,BSE
133916932,523113,FUTURSEC,FUTURISTIC SECURITIES.,BSE
385793,1507,G5,MOTILALAMC - G5,NSE
277761,1085,GABRIEL,GABRIEL INDIA,NSE
2259969,8828,GAEL,GUJARAT AMBUJA EXPORTS LT,NSE
134303748,524624,GAGAN,GAGAN GASES.,BSE
135986180,531196,GAGANPO,GAGAN POLYCOT INDIA.,BSE
1207553,4717,GAIL,GAIL (INDIA),NSE
137883908,538609,GAJANANSEC,GAJANAN SECURITIES SERVICES LT,BSE
129462020,505711,GAJRA,GAJRA BEVEL GEARS.,BSE
5195777,20296,GAL,GYSCOAL ALLOYS,NSE
137953540,538881,GALADAFIN,GALADA FINANCE ,BSE
136169220,531911,GALAGEX,GALAXY AGRICO EXPORTS.,BSE
336641,1315,GALAXYSURF,GALAXY SURFACTANTS,NSE
3414273,13337,GALLANTT,GALLANTT METAL,NSE
5155841,20140,GALLISPAT,GALLANTT ISPAT,NSE
136166916,531902,GALLOPENT,GALLOPS ENTERPRISE.,BSE
134674692,526073,GALXBRG,GALAXY BEARINGS.,BSE
3939585,15389,GAMMNINFRA,GAMMON INFRA PROJ.,NSE
3613697,14116,GANDHITUBE,GANDHI SPL. TUBES,NSE
1777665,6944,GANECOS,GANESHA ECOSPHERE,NSE
128039172,500153,GANESHBE,GANESH BENZOPLAST.,BSE
3670785,14339,GANESHHOUC,GANESH HOUSING CORP,NSE
136144132,531813,GANGAPA,GANGA PAPERS INDIA.,BSE
138405636,540647,GANGESSEC,GANGES SECURITIES.,BSE
5478145,21399,GANGESSECU,GANGES SECURITIES,NSE
129125636,504397,GANHOLD,GANESH HOLDINGS.,BSE
131185412,512443,GANONPRO,GANON PRODUCTS ,BSE
138109956,539492,GARBIFIN,GARBI FINVEST ,BSE
281601,1100,GARFIBRES,GARWARE TECH FIBRES,NSE
135837444,530615,GARGFUR,GARG FURNACE.,BSE
138039300,539216,GARMNTMNTR,GARMENT MANTRA LIFESTYLE LIMIT,BSE
134842116,526727,GARNET,GARNET CONSTRUCTION.,BSE
131198212,512493,GARNETINT,GARNET INTERNATIONAL.,BSE
130448132,509563,GARWAMAR,GARWARE MARINE INDUSTRIES.,BSE
128167684,500655,GARWARPOLY,GARWARE POLYESTER.,BSE
131686404,514400,GARWSYN,GARWARE SYNTHETICS.,BSE
3504129,13688,GATI,GATI,NSE
945409,3693,GAYAHWS,GAYATRI HIGHWAYS,NSE
6405889,25023,GAYAPROJ,GAYATRI PROJECTS,NSE
136238852,532183,GAYATRI,GAYATRI SUGARS.,BSE
134288388,524564,GAYATRIBI,GAYATRI BIOORGANICS.,BSE
137929476,538787,GBFL,GOENKA BUSINESS & FINANCE LIMI,BSE
2589185,10114,GBGLOBAL,GB GLOBAL,NSE
137986308,539009,GBLIL,GBL INDUSTRIES ,BSE
129583620,506186,GCKL,GALAXY CLOUD KITCHENS,BSE
3004161,11735,GDL,GATEWAY DISTRIPARKS.,NSE
135898884,530855,GDLLEAS,GDL LEASING & FINANCE.,BSE
129031172,504028,GEE,GEE.,BSE
3496449,13658,GEECEE,GEECEE VENTURES,NSE
4588033,17922,GEEKAYWIRE,GEEKAY WIRES,NSE
135971076,531137,GEMSI,GEMSTONE INVESTMENTS.,BSE
560129,2188,GENCON,GENERIC ENG CONS PROJ,NSE
138751748,541999,GENERAAGRI,GENERA AGRI CORP,BSE
131670020,514336,GENESIS,GENESIS IBRC INDIA,BSE
2791681,10905,GENESYS,GENESYS INTL CORPN,NSE
136125188,531739,GENNEX,GENNEX LABORATORIES.,BSE
136087556,531592,GENPHARMA,GENERIC PHARMASEC,BSE
1689601,6600,GENUSPAPER,GENUS P&B,NSE
3047681,11905,GENUSPOWER,GENUS POWER INFRASTRU,NSE
136300804,532425,GENUSPRIME,GENUS PRIME INFRA,BSE
3045377,11896,GEOJITFSL,GEOJIT FINANCIAL SER L,NSE
2012673,7862,GEPIL,GE POWER INDIA,NSE
3526657,13776,GESHIP,THE GE SHPG.LTD,NSE
4296449,16783,GET&D,GE T&D INDIA,NSE
329985,1289,GFLLIMITED,GFL,NSE
2836481,11080,GFSTEELS,GRAND FOUNDRY,NSE
129344004,505250,GGDANDE,G.G.DANDEKAR MACHINE WORKS,BSE
138397188,540614,GGENG,G G ENGINEERING ,BSE
138479620,540936,GGL,GAUTAM GEMS ,BSE
138042372,539228,GGPL,GALA GLOBAL PRODUCTS ,BSE
288513,1127,GHCL,GHCL,NSE
291585,1139,GICHSGFIN,GIC HOUSING FINANCE,NSE
70913,277,GICRE,GENERAL INS CORP OF INDIA,NSE
137929732,538788,GILADAFINS,GILADA FINANCE & INVESTMENTS L,BSE
4566785,17839,GILLANDERS,GILLANDERS ARBUTHNOT,NSE
403457,1576,GILLETTE,GILLETTE INDIA,NSE
136126468,531744,GINISILK,GINI SILK MILLS.,BSE
292353,1142,GINNIFILA,GINNI FILAMENTS,NSE
293121,1145,GIPCL,GUJ IND POW CO.,NSE
4350977,16996,GISOLUTION,GI ENGINEERING SOLNS,NSE
137987332,539013,GITARENEW,GITA RENEWABLE ENERGY,BSE
136502276,533212,GKB,GKB OPHTHALMICS.,BSE
136130052,531758,GKCONS,G.K.CONSULTANTS.,BSE
4443393,17357,GKWLIMITED,GKW,NSE
135986948,531199,GLANCE,GLANCE FINANCE.,BSE
303617,1186,GLAND,GLAND PHARMA,NSE
295169,1153,GLAXO,GLAXOSMITHKLINE PHARMA LT,NSE
138308100,540266,GLCL,GLOBE COMMERCIALS ,BSE
1895937,7406,GLENMARK,GLENMARK PHARMACEUTICALS,NSE
295937,1156,GLFL,GUJARAT LEASE FINANCING L,NSE
131463172,513528,GLITTEKG,GLITTEK GRANITES.,BSE
362241,1415,GLOBAL,GLOBAL EDUCATION,NSE
3516161,13735,GLOBALVECT,GLOBAL VEC HELICORP,NSE
102401,400,GLOBE-BE,GLOBE TEXTILES (I).,NSE
128473092,501848,GLOBOFFS,GLOBAL OFFSHORE SERVICES.,BSE
134662404,526025,GLOBUSCON,GLOBUS CONSTRUCTORS & DEVELOPE,BSE
4460545,17424,GLOBUSSPR,GLOBUS SPIRITS,NSE
138841860,542351,GLOSTERLTD,GLOSTER,BSE
299009,1168,GMBREW,G M BREWERIES,NSE
1332225,5204,GMDCLTD,GUJARAT MINERAL DEV CORP,NSE
129345284,505255,GMM,GMM PFAUDLER.,BSE
401921,1570,GMMPFAUDLR,GMM PFAUDLER,NSE
3463169,13528,GMRINFRA,GMR INFRASTRUCTURE.,NSE
4754177,18571,GNA,GNA AXLES,NSE
300545,1174,GNFC,GUJ NAR VAL FER & CHEM L,NSE
131465220,513536,GNRL,GUJARAT NATURAL RESOURCES LIMI,BSE
3759873,14687,GOACARBON,GOA CARBON,NSE
1014529,3963,GOCLCORP,GOCL CORPORATION,NSE
135761156,530317,GODAVARI,GODAVARI DRUGS.,BSE
302337,1181,GODFRYPHLP,GODFREY PHILLIPS INDIA LT,NSE
412161,1610,GODHA-BE,GODHA CABCON INSULAT,NSE
36865,144,GODREJAGRO,GODREJ AGROVET,NSE
2585345,10099,GODREJCP,GODREJ CONSUMER PRODUCTS,NSE
2796801,10925,GODREJIND,GODREJ INDUSTRIES,NSE
4576001,17875,GODREJPROP,GODREJ PROPERTIES,NSE
136089604,531600,GOGIACAP,GOGIA CAPITAL SERVICES,BSE
136436996,532957,GOKAKTEX,GOKAK TEXTILES.,BSE
3015169,11778,GOKEX,GOKALDAS EXPORTS.,NSE
4276481,16705,GOKUL,GOKUL REFOILS & SOLV,NSE
3706881,14480,GOKULAGRO,GOKUL AGRO RESOURCES,NSE
136173572,531928,GOLCA,GOLDEN CARPETS.,BSE
3693569,14428,GOLDBEES,NIP IND ETF GOLD BEES,NSE
137866756,538542,GOLDCOINHF,GOLD COIN HEALTH FOODS,BSE
129427460,505576,GOLDCORP,GOLDCREST CORPORATION,BSE
138255876,540062,GOLDENCREST,GOLDEN CREST EDUCATION & SERVI,BSE
321281,1255,GOLDENTOBC,GOLDEN TOBACCO,NSE
3064577,11971,GOLDIAM,GOLDIAM INTERNATIONAL,NSE
3720961,14535,GOLDSHARE,UTI GOLD ETF,NSE
2527745,9874,GOLDTECH,GOLDSTONE TECHNOLOGIES LT,NSE
136028164,531360,GOLECHA,GOLECHHA GLOBAL FINANCE.,BSE
134061060,523676,GOLKUNDIA,GOLKUNDA DIAMONDS & JEWELLERY,BSE
1568001,6125,GOODLUCK,GOODLUCK INDIA,NSE
128042500,500166,GOODRICKE,GOODRICKE GROUP.,BSE
308481,1205,GOODYEAR,GOODYEAR INDIA,NSE
136169732,531913,GOPAIST,GOPAL IRON & STEELS CO.(GUJARA,BSE
136091652,531608,GORANIN,GORANI INDUSTRIES.,BSE
135861508,530709,GOWRALE,GOWRA LEASING & FINANCE.,BSE
135849732,530663,GOYALASS,GOYAL ASSOCIATES.,BSE
3432705,13409,GPIL,GODAWARI POW & ISP,NSE
138044164,539235,GPL,GRANDEUR PRODUCTS ,BSE
5051137,19731,GPPL,GUJARAT PIPAVAV PORT,NSE
4527361,17685,GPTINFRA,GPT INFRAPROJECTS,NSE
131415812,513343,GRANDFONRY,GRAND FOUNDRY.,BSE
3039233,11872,GRANULES,GRANULES INDIA,NSE
151553,592,GRAPHITE,GRAPHITE INDIA,NSE
315393,1232,GRASIM,GRASIM INDUSTRIES,NSE
134848260,526751,GRATEXI,GRATEX INDUSTRIES.,BSE
129461764,505710,GRAUWEIL,GRAUER & WEIL (INDIA).,BSE
130443780,509546,GRAVISSHO,GRAVISS HOSPITALITY.,BSE
5256705,20534,GRAVITA,GRAVITA INDIA,NSE
136195844,532015,GRAVITY,GRAVITY (INDIA).,BSE
316161,1235,GREAVESCOT,GREAVES COTTON.,NSE
136124676,531737,GREENCREST,GREENCREST FINANCIAL SERVICES,BSE
1753089,6848,GREENLAM,GREENLAM INDUSTRIES.,NSE
3535361,13810,GREENPANEL,GREENPANEL INDUSTRIES,NSE
1020673,3987,GREENPLY,GREENPLY INDUSTRIES,NSE
5148161,20110,GREENPOWER,ORIENT GREEN POWER CO,NSE
3471361,13560,GRINDWELL,GRINDWELL NORTON,NSE
136050948,531449,GRMOVER,GRM OVERSEAS.,BSE
137978628,538979,GRNLAMIND,GREENLAM INDUSTRIES,BSE
4549121,17770,GROBTEA,THE GROB TEA COMPANY,NSE
138117636,539522,GROVY,GROVY INDIA ,BSE
1675009,6543,GRPLTD,GRP,NSE
1401601,5475,GRSE,GARDEN REACH SHIP&ENG,NSE
131343108,513059,GSAUTO,G.S.AUTO INTERNATIONAL.,BSE
130955012,511543,GSBFIN,GSB FINANCE.,BSE
7641601,29850,GSCLCEMENT,GUJARAT SIDHEE CEM..,NSE
319233,1247,GSFC,GUJ STATE FERT & CHEM,NSE
135800068,530469,GSLSEC,GSL SECURITIES.,BSE
3378433,13197,GSPL,GUJARAT STATE PETRO,NSE
3928833,15347,GSS,GSS INFOTECH,NSE
138407428,540654,GSTL,GLOBALSPACE TECHNOLOGIES LIMIT,BSE
297473,1162,GTL,GTL,NSE
3518721,13745,GTLINFRA,GTL INFRA.LTD,NSE
128043524,500170,GTNINDS,GTN INDUSTRIES.,BSE
3449089,13473,GTNTEX,GTN TEXTILES,NSE
5425921,21195,GTPL,GTPL HATHWAY,NSE
138106628,539479,GTV,GTV ENGINEERING ,BSE
2971137,11606,GUFICBIO,GUFIC BIOSCIENCES.,NSE
324353,1267,GUJALKALI,GUJARAT ALKALIES & CHEM,NSE
3757313,14677,GUJAPOLLO,GUJ. APOLLO IND..,NSE
132425732,517288,GUJARATPOLY,GUJARAT POLY ELECTRONICS LIMIT,BSE
129699844,506640,GUJCMDS,GUJCHEM DISTILLERS INDIA.,BSE
131682820,514386,GUJCOTEX,GUJARAT COTEX.,BSE
134903044,526965,GUJCRAFT,GUJARAT CRAFT INDUSTRIES.,BSE
130928900,511441,GUJCRED,GUJARAT CREDIT CORPORATION,BSE
138070020,539336,GUJGAS,GUJARAT GAS ,BSE
2713345,10599,GUJGASLTD,GUJARAT GAS,NSE
130037764,507960,GUJHOTE,GUJARAT HOTELS.,BSE
132447236,517372,GUJINTRX,GUJARAT INTRUX.,BSE
136023300,531341,GUJINV,GUJARAT INVESTA.,BSE
129755652,506858,GUJPETR,GUJARAT PETROSYNTHESE.,BSE
2584833,10097,GUJRAFFIA-BE,GUJARAT RAFFIA INDUST,NSE
134224388,524314,GUJTERC,GUJARAT TERCE LABORATORIES,BSE
129761028,506879,GUJTHEM,GUJARAT THEMIS BIOSYN.,BSE
131414276,513337,GUJTLRM,GUJARAT TOOLROOM.,BSE
1124097,4391,GULFOILLUB,GULF OIL LUB. IND..,NSE
2964737,11581,GULFPETRO,GP PETROLEUMS,NSE
1609217,6286,GULPOLY,GULSHAN POLYOLS,NSE
138036740,539206,GVBL,GENOMIC VALLEY BIOTECH,BSE
133958916,523277,GVFILM,GV FILMS.,BSE
135716100,530141,GYANDEV,GYAN DEVELOPERS & BUILDERS,BSE
131194628,512479,GYTRIPA,GAYATRI TISSUE & PAPERS.,BSE
589569,2303,HAL,HINDUSTAN AERONAUTICS,NSE
138202628,539854,HALDER,HALDER VENTURE ,BSE
131877636,515147,HALDYNGL,HALDYN GLASS,BSE
264713,1034,HANGSENG BEES-NAV,HANGSENG BEES-NAV,INDICES
12289,48,HAPPSTMNDS,HAPPIEST MINDS TECHNO,NSE
130456836,509597,HARDCAS,HARDCASTLE & WAUD MFG.CO.LTD.,BSE
137748740,538081,HARIAAPL,HARIA APPARELS,BSE
131226628,512604,HARIAEXPO,HARIA EXPORTS.,BSE
138926596,542682,HARISH,HARISH TEXTILE ENGINEERS LIMIT,BSE
134164484,524080,HARLETH,HARYANA LEATHER CHEMICALS.,BSE
336129,1313,HARRMALAYA,HARRISON MALAYALAM,NSE
136410884,532855,HARYNACAP,HARYANA CAPFIN.,BSE
136035076,531387,HASTIFIN,HASTI FINANCE.,BSE
4647425,18154,HATHWAY,HATHWAY CABLE & DATACOM,NSE
130322692,509073,HATHWAYB,HATHWAY BHAWANI CABLETEL & DAT,BSE
996353,3892,HATSUN,HATSUN AGRO PRODUCT.,NSE
2513665,9819,HAVELLS,HAVELLS INDIA,NSE
2154753,8417,HAVISHA-BE,SRI HAVISHA HOSP & INFR L,NSE
138029060,539176,HAWAENG,HAWA ENGINEERS.,BSE
130172420,508486,HAWKINCOOK,HAWKINS COOKERS.,BSE
136311556,532467,HAZOOR,HAZOOR MULTI PROJECTS.,BSE
5742849,22433,HBANKETF,HDFCAMC - HBANKETF,NSE
136277508,532334,HBESD,HB ESTATE DEVELOPERS.,BSE
130292740,508956,HBLEAS,HB LEASING & FINANCE CO.LTD.,BSE
3575297,13966,HBLPOWER,HBL POWER SYSTEMS.,NSE
136277252,532333,HBPOR,HB PORTFOLIO.,BSE
1053697,4116,HBSL,HB STOCKHOLDINGS,NSE
136247300,532216,HBSTOCK,HB STOCKHOLDINGS.,BSE
352001,1375,HCC,HINDUSTAN CONSTRUCTION CO,NSE
3982081,15555,HCG,HEALTHCARE GLOB. ENT.,NSE
138041348,539224,HCKKVENTURE,HCKK VENTURES ,BSE
339713,1327,HCL-INSYS,HCL INFOSYSTEMS,NSE
137894916,538652,HCLTD,HIND COMMERCE,BSE
1850625,7229,HCLTECH,HCL TECHNOLOGIES,NSE
340481,1330,HDFC,HDFC,NSE
1086465,4244,HDFCAMC,HDFC AMC,NSE
341249,1333,HDFCBANK,HDFC BANK,NSE
119553,467,HDFCLIFE,HDFC LIFE INS CO,NSE
5003009,19543,HDFCMFGETF,HDFC GOLD ETF,NSE
2967297,11591,HDFCNIFETF,HDFCAMC - HDFCNIFETF,NSE
2967809,11593,HDFCSENETF,HDFCAMC - HDFCSENETF,NSE
128944388,503689,HEALINV,HEALTHY INVESTMENTS.,BSE
342017,1336,HEG,HEG,NSE
592897,2316,HEIDELBERG,HEIDELBERGCEMENT (I),NSE
138028548,539174,HELPAGE,HELPAGE FINLEASE.,BSE
135981572,531178,HEMANG,HEMANG RESOURCES,BSE
179457,701,HEMIPROP,HEMISPHERE PROP IND,NSE
134295044,524590,HEMORGANIC,HEMO ORGANIC,BSE
669185,2614,HERANBA,HERANBA INDUSTRIES,NSE
3913729,15288,HERCULES,HERCULES HOI..,NSE
1177089,4598,HERITGFOOD,HERITAGE FOODS,NSE
345089,1348,HEROMOTOCO,HERO MOTOCORP,NSE
1804289,7048,HESTERBIO,HESTER BIOSCIENCES,NSE
6915073,27012,HEXATRADEX-BE,HEXA TRADEX,NSE
5619457,21951,HFCL,HFCL,NSE
134886148,526899,HFIL,HIMALAYA FOOD INTERNATIONAL LI,BSE
428033,1672,HGINFRA,H.G.INFRA ENGINEERING,NSE
3766273,14712,HGS,HINDUJA GLOBAL SOLS..,NSE
129069060,504176,HIGHENE,HIGH ENERGY BATTERIES (INDIA),BSE
136013060,531301,HIGHSTREE,HIGH STREET FILATEX.,BSE
2475009,9668,HIKAL,HIKAL,NSE
138836996,542332,HIKLASS,HI-KLASS TRADING AND INVESTMEN,BSE
372481,1455,HIL,HIL,NSE
138162436,539697,HILIKS,HILIKS TECHNOLOGIES,BSE
3745537,14631,HILTON-BE,HILTON METAL FORGING,NSE
348161,1360,HIMATSEIDE,HIMATSINGKA SEIDE,NSE
131586564,514010,HIMFIBP,HIMACHAL FIBRES.,BSE
131513092,513723,HIMGRANI,HIMALAYA GRANITES.,BSE
129462276,505712,HIMTEK,HIM TEKNOFORGE,BSE
131693572,514428,HINDADH,HINDUSTAN ADHESIVES.,BSE
348929,1363,HINDALCO,HINDALCO  INDUSTRIES ,NSE
136186628,531979,HINDALUMI,HIND ALUMINIUM INDUSTRIES.,BSE
136171012,531918,HINDAPL,HINDUSTAN APPLIANCES.,BSE
136202500,532041,HINDBIO,HINDUSTAN BIO SCIENCES.,BSE
351233,1372,HINDCOMPOS,HINDUSTAN COMPOSITES.,NSE
4592385,17939,HINDCOPPER,HINDUSTAN COPPER,NSE
129465604,505725,HINDEVER,HINDUSTAN EVEREST TOOLS.,BSE
129508612,505893,HINDHARD,HINDUSTAN HARDY,BSE
130533124,509895,HINDMILL,HINDOOSTAN MILLS.,BSE
5549057,21676,HINDMOTORS,HINDUSTAN MOTORS,NSE
